% of Delayed Flights,Airport Code,Airport Name,Minutes of Delay per Flight,Carrier Code,Carrier Name,City,Date,Minutes of Delay,Number of Flights,Ontime Category,State
,LAS,McCarran International,,HA,Hawaiian,Las Vegas,8/1/2013,,0,Diverted,NV
,JFK,John F. Kennedy International,,HA,Hawaiian,New York,8/1/2013,,0,Diverted,NY
0%,SEA,Seattle/Tacoma International,,HA,Hawaiian,Seattle,8/1/2013,,2,Diverted,WA
0%,LAX,Los Angeles International,,MQ,A. Eagle,Los Angeles,8/1/2013,,1,Diverted,CA
0%,DEN,Denver International,,MQ,A. Eagle,Denver,8/1/2013,,2,Diverted,CO
,ATL,Hartsfield-Jackson Atlanta,,MQ,A. Eagle,Atlanta,8/1/2013,,0,Diverted,GA
0%,ORD,Chicago O'Hare International,,MQ,A. Eagle,Chicago,8/1/2013,,17,Diverted,IL
,BWI,Baltimore/Washington International,,MQ,A. Eagle,Baltimore,8/1/2013,,0,Diverted,MD
,DTW,Detroit Metro Wayne County,,MQ,A. Eagle,Detroit,8/1/2013,,0,Diverted,MI
0%,MSP,Minneapolis-St Paul International,,MQ,A. Eagle,Minneapolis,8/1/2013,,1,Diverted,MN
0%,CLT,Charlotte Douglas International,,MQ,A. Eagle,Charlotte,8/1/2013,,1,Diverted,NC
0%,EWR,Newark Liberty International,,MQ,A. Eagle,Newark,8/1/2013,,1,Diverted,NJ
0%,JFK,John F. Kennedy International,,MQ,A. Eagle,New York,8/1/2013,,3,Diverted,NY
0%,LGA,LaGuardia,,MQ,A. Eagle,New York,8/1/2013,,2,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,MQ,A. Eagle,Dallas/Fort Worth,8/1/2013,,33,Diverted,TX
0%,IAH,George Bush Intercontinental,,MQ,A. Eagle,Houston,8/1/2013,,1,Diverted,TX
,SLC,Salt Lake City International,,MQ,A. Eagle,Salt Lake City,8/1/2013,,0,Diverted,UT
0%,PHX,Phoenix Sky Harbor International,,OO,SkyWest,Phoenix,8/1/2013,,4,Diverted,AZ
0%,LAX,Los Angeles International,,OO,SkyWest,Los Angeles,8/1/2013,,2,Diverted,CA
0%,SFO,San Francisco International,,OO,SkyWest,San Francisco,8/1/2013,,21,Diverted,CA
0%,DEN,Denver International,,OO,SkyWest,Denver,8/1/2013,,18,Diverted,CO
,ATL,Hartsfield-Jackson Atlanta,,OO,SkyWest,Atlanta,8/1/2013,,0,Diverted,GA
0%,ORD,Chicago O'Hare International,,OO,SkyWest,Chicago,8/1/2013,,5,Diverted,IL
,BOS,Logan International,,OO,SkyWest,Boston,8/1/2013,,0,Diverted,MA
,BWI,Baltimore/Washington International,,OO,SkyWest,Baltimore,8/1/2013,,0,Diverted,MD
,DTW,Detroit Metro Wayne County,,OO,SkyWest,Detroit,8/1/2013,,0,Diverted,MI
0%,MSP,Minneapolis-St Paul International,,OO,SkyWest,Minneapolis,8/1/2013,,5,Diverted,MN
,CLT,Charlotte Douglas International,,OO,SkyWest,Charlotte,8/1/2013,,0,Diverted,NC
0%,LAS,McCarran International,,OO,SkyWest,Las Vegas,8/1/2013,,1,Diverted,NV
,LGA,LaGuardia,,OO,SkyWest,New York,8/1/2013,,0,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,OO,SkyWest,Dallas/Fort Worth,8/1/2013,,3,Diverted,TX
0%,IAH,George Bush Intercontinental,,OO,SkyWest,Houston,8/1/2013,,9,Diverted,TX
0%,SLC,Salt Lake City International,,OO,SkyWest,Salt Lake City,8/1/2013,,6,Diverted,UT
,SEA,Seattle/Tacoma International,,OO,SkyWest,Seattle,8/1/2013,,0,Diverted,WA
0%,PHX,Phoenix Sky Harbor International,,UA,United,Phoenix,8/1/2013,,1,Diverted,AZ
0%,LAX,Los Angeles International,,UA,United,Los Angeles,8/1/2013,,3,Diverted,CA
0%,SFO,San Francisco International,,UA,United,San Francisco,8/1/2013,,18,Diverted,CA
0%,DEN,Denver International,,UA,United,Denver,8/1/2013,,19,Diverted,CO
0%,MCO,Orlando International,,UA,United,Orlando,8/1/2013,,8,Diverted,FL
,ATL,Hartsfield-Jackson Atlanta,,UA,United,Atlanta,8/1/2013,,0,Diverted,GA
0%,ORD,Chicago O'Hare International,,UA,United,Chicago,8/1/2013,,17,Diverted,IL
0%,BOS,Logan International,,UA,United,Boston,8/1/2013,,1,Diverted,MA
0%,BWI,Baltimore/Washington International,,UA,United,Baltimore,8/1/2013,,2,Diverted,MD
,DTW,Detroit Metro Wayne County,,UA,United,Detroit,8/1/2013,,0,Diverted,MI
,MSP,Minneapolis-St Paul International,,UA,United,Minneapolis,8/1/2013,,0,Diverted,MN
0%,CLT,Charlotte Douglas International,,UA,United,Charlotte,8/1/2013,,1,Diverted,NC
0%,EWR,Newark Liberty International,,UA,United,Newark,8/1/2013,,15,Diverted,NJ
,LAS,McCarran International,,UA,United,Las Vegas,8/1/2013,,0,Diverted,NV
0%,JFK,John F. Kennedy International,,UA,United,New York,8/1/2013,,3,Diverted,NY
0%,LGA,LaGuardia,,UA,United,New York,8/1/2013,,8,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,UA,United,Dallas/Fort Worth,8/1/2013,,2,Diverted,TX
0%,IAH,George Bush Intercontinental,,UA,United,Houston,8/1/2013,,26,Diverted,TX
,SLC,Salt Lake City International,,UA,United,Salt Lake City,8/1/2013,,0,Diverted,UT
0%,SEA,Seattle/Tacoma International,,UA,United,Seattle,8/1/2013,,2,Diverted,WA
0%,PHX,Phoenix Sky Harbor International,,US,US Airways,Phoenix,8/1/2013,,9,Diverted,AZ
,LAX,Los Angeles International,,US,US Airways,Los Angeles,8/1/2013,,0,Diverted,CA
,SFO,San Francisco International,,US,US Airways,San Francisco,8/1/2013,,0,Diverted,CA
,DEN,Denver International,,US,US Airways,Denver,8/1/2013,,0,Diverted,CO
0%,MCO,Orlando International,,US,US Airways,Orlando,8/1/2013,,2,Diverted,FL
,ATL,Hartsfield-Jackson Atlanta,,US,US Airways,Atlanta,8/1/2013,,0,Diverted,GA
0%,ORD,Chicago O'Hare International,,US,US Airways,Chicago,8/1/2013,,1,Diverted,IL
,BOS,Logan International,,US,US Airways,Boston,8/1/2013,,0,Diverted,MA
,BWI,Baltimore/Washington International,,US,US Airways,Baltimore,8/1/2013,,0,Diverted,MD
,DTW,Detroit Metro Wayne County,,US,US Airways,Detroit,8/1/2013,,0,Diverted,MI
0%,MSP,Minneapolis-St Paul International,,US,US Airways,Minneapolis,8/1/2013,,1,Diverted,MN
0%,CLT,Charlotte Douglas International,,US,US Airways,Charlotte,8/1/2013,,4,Diverted,NC
0%,EWR,Newark Liberty International,,US,US Airways,Newark,8/1/2013,,2,Diverted,NJ
,LAS,McCarran International,,US,US Airways,Las Vegas,8/1/2013,,0,Diverted,NV
0%,JFK,John F. Kennedy International,,US,US Airways,New York,8/1/2013,,1,Diverted,NY
0%,LGA,LaGuardia,,US,US Airways,New York,8/1/2013,,2,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,US,US Airways,Dallas/Fort Worth,8/1/2013,,1,Diverted,TX
0%,IAH,George Bush Intercontinental,,US,US Airways,Houston,8/1/2013,,1,Diverted,TX
,SLC,Salt Lake City International,,US,US Airways,Salt Lake City,8/1/2013,,0,Diverted,UT
,SEA,Seattle/Tacoma International,,US,US Airways,Seattle,8/1/2013,,0,Diverted,WA
,LAX,Los Angeles International,,VX,Virgin,Los Angeles,8/1/2013,,0,Diverted,CA
0%,SFO,San Francisco International,,VX,Virgin,San Francisco,8/1/2013,,6,Diverted,CA
,MCO,Orlando International,,VX,Virgin,Orlando,8/1/2013,,0,Diverted,FL
0%,ORD,Chicago O'Hare International,,VX,Virgin,Chicago,8/1/2013,,1,Diverted,IL
0%,BOS,Logan International,,VX,Virgin,Boston,8/1/2013,,1,Diverted,MA
0%,EWR,Newark Liberty International,,VX,Virgin,Newark,8/1/2013,,1,Diverted,NJ
,LAS,McCarran International,,VX,Virgin,Las Vegas,8/1/2013,,0,Diverted,NV
,JFK,John F. Kennedy International,,VX,Virgin,New York,8/1/2013,,0,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,VX,Virgin,Dallas/Fort Worth,8/1/2013,,1,Diverted,TX
,SEA,Seattle/Tacoma International,,VX,Virgin,Seattle,8/1/2013,,0,Diverted,WA
0%,PHX,Phoenix Sky Harbor International,,WN,Southwest,Phoenix,8/1/2013,,17,Diverted,AZ
,LAX,Los Angeles International,,WN,Southwest,Los Angeles,8/1/2013,,0,Diverted,CA
0%,SFO,San Francisco International,,WN,Southwest,San Francisco,8/1/2013,,3,Diverted,CA
0%,DEN,Denver International,,WN,Southwest,Denver,8/1/2013,,24,Diverted,CO
0%,MCO,Orlando International,,WN,Southwest,Orlando,8/1/2013,,10,Diverted,FL
0%,ATL,Hartsfield-Jackson Atlanta,,WN,Southwest,Atlanta,8/1/2013,,4,Diverted,GA
,BOS,Logan International,,WN,Southwest,Boston,8/1/2013,,0,Diverted,MA
0%,BWI,Baltimore/Washington International,,WN,Southwest,Baltimore,8/1/2013,,1,Diverted,MD
,DTW,Detroit Metro Wayne County,,WN,Southwest,Detroit,8/1/2013,,0,Diverted,MI
,MSP,Minneapolis-St Paul International,,WN,Southwest,Minneapolis,8/1/2013,,0,Diverted,MN
,CLT,Charlotte Douglas International,,WN,Southwest,Charlotte,8/1/2013,,0,Diverted,NC
0%,EWR,Newark Liberty International,,WN,Southwest,Newark,8/1/2013,,5,Diverted,NJ
0%,LAS,McCarran International,,WN,Southwest,Las Vegas,8/1/2013,,9,Diverted,NV
0%,LGA,LaGuardia,,WN,Southwest,New York,8/1/2013,,5,Diverted,NY
0%,SLC,Salt Lake City International,,WN,Southwest,Salt Lake City,8/1/2013,,1,Diverted,UT
,SEA,Seattle/Tacoma International,,WN,Southwest,Seattle,8/1/2013,,0,Diverted,WA
0%,PHX,Phoenix Sky Harbor International,,YV,Mesa,Phoenix,8/1/2013,,3,Diverted,AZ
,ATL,Hartsfield-Jackson Atlanta,,YV,Mesa,Atlanta,8/1/2013,,0,Diverted,GA
0%,ORD,Chicago O'Hare International,,YV,Mesa,Chicago,8/1/2013,,2,Diverted,IL
,BOS,Logan International,,YV,Mesa,Boston,8/1/2013,,0,Diverted,MA
,DTW,Detroit Metro Wayne County,,YV,Mesa,Detroit,8/1/2013,,0,Diverted,MI
0%,CLT,Charlotte Douglas International,,YV,Mesa,Charlotte,8/1/2013,,3,Diverted,NC
,LGA,LaGuardia,,YV,Mesa,New York,8/1/2013,,0,Diverted,NY
,DFW,Dallas/Fort Worth International,,YV,Mesa,Dallas/Fort Worth,8/1/2013,,0,Diverted,TX
,IAH,George Bush Intercontinental,,YV,Mesa,Houston,8/1/2013,,0,Diverted,TX
,SLC,Salt Lake City International,,YV,Mesa,Salt Lake City,8/1/2013,,0,Diverted,UT
0%,DEN,Denver International,,9E,Endeavor,Denver,8/1/2013,,14,Ontime,CO
0%,ATL,Hartsfield-Jackson Atlanta,,9E,Endeavor,Atlanta,8/1/2013,,435,Ontime,GA
0%,ORD,Chicago O'Hare International,,9E,Endeavor,Chicago,8/1/2013,,241,Ontime,IL
0%,BOS,Logan International,,9E,Endeavor,Boston,8/1/2013,,151,Ontime,MA
0%,BWI,Baltimore/Washington International,,9E,Endeavor,Baltimore,8/1/2013,,187,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,9E,Endeavor,Detroit,8/1/2013,,5708,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,9E,Endeavor,Minneapolis,8/1/2013,,2821,Ontime,MN
0%,CLT,Charlotte Douglas International,,9E,Endeavor,Charlotte,8/1/2013,,110,Ontime,NC
0%,EWR,Newark Liberty International,,9E,Endeavor,Newark,8/1/2013,,60,Ontime,NJ
0%,JFK,John F. Kennedy International,,9E,Endeavor,New York,8/1/2013,,903,Ontime,NY
0%,LGA,LaGuardia,,9E,Endeavor,New York,8/1/2013,,80,Ontime,NY
0%,DFW,Dallas/Fort Worth International,,9E,Endeavor,Dallas/Fort Worth,8/1/2013,,135,Ontime,TX
0%,IAH,George Bush Intercontinental,,9E,Endeavor,Houston,8/1/2013,,26,Ontime,TX
0%,SLC,Salt Lake City International,,9E,Endeavor,Salt Lake City,8/1/2013,,131,Ontime,UT
0%,PHX,Phoenix Sky Harbor International,,AA,American,Phoenix,8/1/2013,,285,Ontime,AZ
0%,LAX,Los Angeles International,,AA,American,Los Angeles,8/1/2013,,2239,Ontime,CA
0%,SFO,San Francisco International,,AA,American,San Francisco,8/1/2013,,617,Ontime,CA
0%,DEN,Denver International,,AA,American,Denver,8/1/2013,,320,Ontime,CO
0%,MCO,Orlando International,,AA,American,Orlando,8/1/2013,,672,Ontime,FL
0%,ATL,Hartsfield-Jackson Atlanta,,AA,American,Atlanta,8/1/2013,,332,Ontime,GA
0%,ORD,Chicago O'Hare International,,AA,American,Chicago,8/1/2013,,3797,Ontime,IL
0%,BOS,Logan International,,AA,American,Boston,8/1/2013,,799,Ontime,MA
0%,BWI,Baltimore/Washington International,,AA,American,Baltimore,8/1/2013,,204,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,AA,American,Detroit,8/1/2013,,170,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,AA,American,Minneapolis,8/1/2013,,245,Ontime,MN
0%,CLT,Charlotte Douglas International,,AA,American,Charlotte,8/1/2013,,135,Ontime,NC
0%,EWR,Newark Liberty International,,AA,American,Newark,8/1/2013,,212,Ontime,NJ
0%,LAS,McCarran International,,AA,American,Las Vegas,8/1/2013,,662,Ontime,NV
0%,JFK,John F. Kennedy International,,AA,American,New York,8/1/2013,,947,Ontime,NY
0%,LGA,LaGuardia,,AA,American,New York,8/1/2013,,1101,Ontime,NY
0%,DFW,Dallas/Fort Worth International,,AA,American,Dallas/Fort Worth,8/1/2013,,11405,Ontime,TX
0%,IAH,George Bush Intercontinental,,AA,American,Houston,8/1/2013,,338,Ontime,TX
0%,SLC,Salt Lake City International,,AA,American,Salt Lake City,8/1/2013,,107,Ontime,UT
0%,SEA,Seattle/Tacoma International,,AA,American,Seattle,8/1/2013,,407,Ontime,WA
0%,PHX,Phoenix Sky Harbor International,,AS,Alaska,Phoenix,8/1/2013,,143,Ontime,AZ
0%,LAX,Los Angeles International,,AS,Alaska,Los Angeles,8/1/2013,,509,Ontime,CA
0%,SFO,San Francisco International,,AS,Alaska,San Francisco,8/1/2013,,239,Ontime,CA
0%,DEN,Denver International,,AS,Alaska,Denver,8/1/2013,,156,Ontime,CO
0%,MCO,Orlando International,,AS,Alaska,Orlando,8/1/2013,,53,Ontime,FL
0%,ATL,Hartsfield-Jackson Atlanta,,AS,Alaska,Atlanta,8/1/2013,,55,Ontime,GA
0%,ORD,Chicago O'Hare International,,AS,Alaska,Chicago,8/1/2013,,130,Ontime,IL
0%,BOS,Logan International,,AS,Alaska,Boston,8/1/2013,,129,Ontime,MA
0%,MSP,Minneapolis-St Paul International,,AS,Alaska,Minneapolis,8/1/2013,,53,Ontime,MN
0%,EWR,Newark Liberty International,,AS,Alaska,Newark,8/1/2013,,49,Ontime,NJ
0%,LAS,McCarran International,,AS,Alaska,Las Vegas,8/1/2013,,355,Ontime,NV
0%,DFW,Dallas/Fort Worth International,,AS,Alaska,Dallas/Fort Worth,8/1/2013,,80,Ontime,TX
0%,IAH,George Bush Intercontinental,,AS,Alaska,Houston,8/1/2013,,25,Ontime,TX
0%,SLC,Salt Lake City International,,AS,Alaska,Salt Lake City,8/1/2013,,60,Ontime,UT
0%,SEA,Seattle/Tacoma International,,AS,Alaska,Seattle,8/1/2013,,3907,Ontime,WA
0%,PHX,Phoenix Sky Harbor International,,B6,JetBlue,Phoenix,8/1/2013,,36,Ontime,AZ
0%,LAX,Los Angeles International,,B6,JetBlue,Los Angeles,8/1/2013,,184,Ontime,CA
0%,SFO,San Francisco International,,B6,JetBlue,San Francisco,8/1/2013,,249,Ontime,CA
0%,DEN,Denver International,,B6,JetBlue,Denver,8/1/2013,,44,Ontime,CO
0%,MCO,Orlando International,,B6,JetBlue,Orlando,8/1/2013,,1167,Ontime,FL
0%,ORD,Chicago O'Hare International,,B6,JetBlue,Chicago,8/1/2013,,123,Ontime,IL
0%,BOS,Logan International,,B6,JetBlue,Boston,8/1/2013,,2627,Ontime,MA
0%,BWI,Baltimore/Washington International,,B6,JetBlue,Baltimore,8/1/2013,,133,Ontime,MD
0%,CLT,Charlotte Douglas International,,B6,JetBlue,Charlotte,8/1/2013,,97,Ontime,NC
0%,EWR,Newark Liberty International,,B6,JetBlue,Newark,8/1/2013,,372,Ontime,NJ
0%,LAS,McCarran International,,B6,JetBlue,Las Vegas,8/1/2013,,237,Ontime,NV
0%,JFK,John F. Kennedy International,,B6,JetBlue,New York,8/1/2013,,2772,Ontime,NY
0%,LGA,LaGuardia,,B6,JetBlue,New York,8/1/2013,,323,Ontime,NY
0%,DFW,Dallas/Fort Worth International,,B6,JetBlue,Dallas/Fort Worth,8/1/2013,,55,Ontime,TX
0%,SLC,Salt Lake City International,,B6,JetBlue,Salt Lake City,8/1/2013,,79,Ontime,UT
0%,SEA,Seattle/Tacoma International,,B6,JetBlue,Seattle,8/1/2013,,259,Ontime,WA
0%,PHX,Phoenix Sky Harbor International,,DL,Delta,Phoenix,8/1/2013,,533,Ontime,AZ
0%,LAX,Los Angeles International,,DL,Delta,Los Angeles,8/1/2013,,1782,Ontime,CA
0%,SFO,San Francisco International,,DL,Delta,San Francisco,8/1/2013,,718,Ontime,CA
0%,DEN,Denver International,,DL,Delta,Denver,8/1/2013,,569,Ontime,CO
0%,MCO,Orlando International,,DL,Delta,Orlando,8/1/2013,,1247,Ontime,FL
0%,ATL,Hartsfield-Jackson Atlanta,,DL,Delta,Atlanta,8/1/2013,,15533,Ontime,GA
0%,ORD,Chicago O'Hare International,,DL,Delta,Chicago,8/1/2013,,456,Ontime,IL
0%,BOS,Logan International,,DL,Delta,Boston,8/1/2013,,876,Ontime,MA
0%,BWI,Baltimore/Washington International,,DL,Delta,Baltimore,8/1/2013,,619,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,DL,Delta,Detroit,8/1/2013,,4009,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,DL,Delta,Minneapolis,8/1/2013,,4924,Ontime,MN
0%,CLT,Charlotte Douglas International,,DL,Delta,Charlotte,8/1/2013,,398,Ontime,NC
0%,EWR,Newark Liberty International,,DL,Delta,Newark,8/1/2013,,282,Ontime,NJ
0%,LAS,McCarran International,,DL,Delta,Las Vegas,8/1/2013,,986,Ontime,NV
0%,JFK,John F. Kennedy International,,DL,Delta,New York,8/1/2013,,1590,Ontime,NY
0%,LGA,LaGuardia,,DL,Delta,New York,8/1/2013,,1605,Ontime,NY
0%,DFW,Dallas/Fort Worth International,,DL,Delta,Dallas/Fort Worth,8/1/2013,,470,Ontime,TX
0%,IAH,George Bush Intercontinental,,DL,Delta,Houston,8/1/2013,,215,Ontime,TX
0%,SLC,Salt Lake City International,,DL,Delta,Salt Lake City,8/1/2013,,2846,Ontime,UT
0%,SEA,Seattle/Tacoma International,,DL,Delta,Seattle,8/1/2013,,980,Ontime,WA
0%,PHX,Phoenix Sky Harbor International,,EV,ExpressJet,Phoenix,8/1/2013,,20,Ontime,AZ
0%,DEN,Denver International,,EV,ExpressJet,Denver,8/1/2013,,1181,Ontime,CO
0%,MCO,Orlando International,,EV,ExpressJet,Orlando,8/1/2013,,3,Ontime,FL
0%,ATL,Hartsfield-Jackson Atlanta,,EV,ExpressJet,Atlanta,8/1/2013,,6556,Ontime,GA
0%,ORD,Chicago O'Hare International,,EV,ExpressJet,Chicago,8/1/2013,,3986,Ontime,IL
0%,BOS,Logan International,,EV,ExpressJet,Boston,8/1/2013,,176,Ontime,MA
0%,BWI,Baltimore/Washington International,,EV,ExpressJet,Baltimore,8/1/2013,,59,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,EV,ExpressJet,Detroit,8/1/2013,,1670,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,EV,ExpressJet,Minneapolis,8/1/2013,,525,Ontime,MN
0%,CLT,Charlotte Douglas International,,EV,ExpressJet,Charlotte,8/1/2013,,448,Ontime,NC
0%,EWR,Newark Liberty International,,EV,ExpressJet,Newark,8/1/2013,,2537,Ontime,NJ
0%,JFK,John F. Kennedy International,,EV,ExpressJet,New York,8/1/2013,,74,Ontime,NY
0%,LGA,LaGuardia,,EV,ExpressJet,New York,8/1/2013,,518,Ontime,NY
0%,DFW,Dallas/Fort Worth International,,EV,ExpressJet,Dallas/Fort Worth,8/1/2013,,1145,Ontime,TX
0%,IAH,George Bush Intercontinental,,EV,ExpressJet,Houston,8/1/2013,,5760,Ontime,TX
0%,SLC,Salt Lake City International,,EV,ExpressJet,Salt Lake City,8/1/2013,,32,Ontime,UT
0%,PHX,Phoenix Sky Harbor International,,F9,Frontier,Phoenix,8/1/2013,,61,Ontime,AZ
0%,LAX,Los Angeles International,,F9,Frontier,Los Angeles,8/1/2013,,70,Ontime,CA
0%,SFO,San Francisco International,,F9,Frontier,San Francisco,8/1/2013,,53,Ontime,CA
0%,DEN,Denver International,,F9,Frontier,Denver,8/1/2013,,2478,Ontime,CO
0%,MCO,Orlando International,,F9,Frontier,Orlando,8/1/2013,,75,Ontime,FL
0%,ATL,Hartsfield-Jackson Atlanta,,F9,Frontier,Atlanta,8/1/2013,,29,Ontime,GA
0%,ORD,Chicago O'Hare International,,F9,Frontier,Chicago,8/1/2013,,1,Ontime,IL
0%,BWI,Baltimore/Washington International,,F9,Frontier,Baltimore,8/1/2013,,4,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,F9,Frontier,Detroit,8/1/2013,,36,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,F9,Frontier,Minneapolis,8/1/2013,,81,Ontime,MN
0%,LAS,McCarran International,,F9,Frontier,Las Vegas,8/1/2013,,114,Ontime,NV
0%,LGA,LaGuardia,,F9,Frontier,New York,8/1/2013,,42,Ontime,NY
0%,DFW,Dallas/Fort Worth International,,F9,Frontier,Dallas/Fort Worth,8/1/2013,,94,Ontime,TX
0%,IAH,George Bush Intercontinental,,F9,Frontier,Houston,8/1/2013,,66,Ontime,TX
0%,SLC,Salt Lake City International,,F9,Frontier,Salt Lake City,8/1/2013,,108,Ontime,UT
0%,SEA,Seattle/Tacoma International,,F9,Frontier,Seattle,8/1/2013,,114,Ontime,WA
0%,LAX,Los Angeles International,,FL,AirTran,Los Angeles,8/1/2013,,77,Ontime,CA
0%,SFO,San Francisco International,,FL,AirTran,San Francisco,8/1/2013,,66,Ontime,CA
0%,DEN,Denver International,,FL,AirTran,Denver,8/1/2013,,56,Ontime,CO
0%,MCO,Orlando International,,FL,AirTran,Orlando,8/1/2013,,1177,Ontime,FL
0%,ATL,Hartsfield-Jackson Atlanta,,FL,AirTran,Atlanta,8/1/2013,,3430,Ontime,GA
0%,BOS,Logan International,,FL,AirTran,Boston,8/1/2013,,298,Ontime,MA
0%,BWI,Baltimore/Washington International,,FL,AirTran,Baltimore,8/1/2013,,917,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,FL,AirTran,Detroit,8/1/2013,,96,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,FL,AirTran,Minneapolis,8/1/2013,,106,Ontime,MN
0%,LAS,McCarran International,,FL,AirTran,Las Vegas,8/1/2013,,140,Ontime,NV
0%,LGA,LaGuardia,,FL,AirTran,New York,8/1/2013,,171,Ontime,NY
0%,PHX,Phoenix Sky Harbor International,,HA,Hawaiian,Phoenix,8/1/2013,,25,Ontime,AZ
0%,LAX,Los Angeles International,,HA,Hawaiian,Los Angeles,8/1/2013,,103,Ontime,CA
0%,SFO,San Francisco International,,HA,Hawaiian,San Francisco,8/1/2013,,23,Ontime,CA
0%,LAS,McCarran International,,HA,Hawaiian,Las Vegas,8/1/2013,,67,Ontime,NV
0%,JFK,John F. Kennedy International,,HA,Hawaiian,New York,8/1/2013,,27,Ontime,NY
0%,SEA,Seattle/Tacoma International,,HA,Hawaiian,Seattle,8/1/2013,,50,Ontime,WA
0%,LAX,Los Angeles International,,MQ,A. Eagle,Los Angeles,8/1/2013,,455,Ontime,CA
0%,DEN,Denver International,,MQ,A. Eagle,Denver,8/1/2013,,129,Ontime,CO
0%,ATL,Hartsfield-Jackson Atlanta,,MQ,A. Eagle,Atlanta,8/1/2013,,350,Ontime,GA
0%,ORD,Chicago O'Hare International,,MQ,A. Eagle,Chicago,8/1/2013,,5571,Ontime,IL
0%,BWI,Baltimore/Washington International,,MQ,A. Eagle,Baltimore,8/1/2013,,128,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,MQ,A. Eagle,Detroit,8/1/2013,,324,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,MQ,A. Eagle,Minneapolis,8/1/2013,,149,Ontime,MN
0%,CLT,Charlotte Douglas International,,MQ,A. Eagle,Charlotte,8/1/2013,,327,Ontime,NC
0%,EWR,Newark Liberty International,,MQ,A. Eagle,Newark,8/1/2013,,128,Ontime,NJ
0%,JFK,John F. Kennedy International,,MQ,A. Eagle,New York,8/1/2013,,432,Ontime,NY
0%,LGA,LaGuardia,,MQ,A. Eagle,New York,8/1/2013,,1031,Ontime,NY
0%,DFW,Dallas/Fort Worth International,,MQ,A. Eagle,Dallas/Fort Worth,8/1/2013,,5759,Ontime,TX
0%,IAH,George Bush Intercontinental,,MQ,A. Eagle,Houston,8/1/2013,,144,Ontime,TX
0%,SLC,Salt Lake City International,,MQ,A. Eagle,Salt Lake City,8/1/2013,,87,Ontime,UT
0%,PHX,Phoenix Sky Harbor International,,OO,SkyWest,Phoenix,8/1/2013,,1830,Ontime,AZ
0%,LAX,Los Angeles International,,OO,SkyWest,Los Angeles,8/1/2013,,4243,Ontime,CA
0%,SFO,San Francisco International,,OO,SkyWest,San Francisco,8/1/2013,,2318,Ontime,CA
0%,DEN,Denver International,,OO,SkyWest,Denver,8/1/2013,,3479,Ontime,CO
0%,ATL,Hartsfield-Jackson Atlanta,,OO,SkyWest,Atlanta,8/1/2013,,92,Ontime,GA
0%,ORD,Chicago O'Hare International,,OO,SkyWest,Chicago,8/1/2013,,1944,Ontime,IL
0%,BOS,Logan International,,OO,SkyWest,Boston,8/1/2013,,10,Ontime,MA
0%,BWI,Baltimore/Washington International,,OO,SkyWest,Baltimore,8/1/2013,,18,Ontime,MD
0%,DTW,Detroit Metro Wayne County,,OO,SkyWest,Detroit,8/1/2013,,149,Ontime,MI
0%,MSP,Minneapolis-St Paul International,,OO,SkyWest,Minneapolis,8/1/2013,,2187,Ontime,MN
0%,CLT,Charlotte Douglas International,,OO,SkyWest,Charlotte,8/1/2013,,21,Ontime,NC
0%,LAS,McCarran International,,OO,SkyWest,Las Vegas,8/1/2013,,256,Ontime,NV
